订单日期,产品名称,顾客姓名,订单单号,区域,目的省份,目的城市,快递公司,产品类别,产品子类别,销售数量,销售金额,收款方式
2016/9/17,奶香巴旦木238g,Ben Ferrer,10021279848,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,34,1118.6,应收票据
2017/3/17,精装纸皮核桃380g,Catherine Glotzbach,10021279970,华东,安徽省,六安市,圆通,坚果炒货,磕壳坚果,32,1212.96,应收账款
2016/10/11,原生碧根果218g,Mick Hernandez,10021280002,华北,天津市,天津市,圆通,坚果炒货,果果仁仁,25,492.525,应收账款
2017/10/9,碧根果仁（芝麻味）125g,Denny Ordway,10021280012,华北,内蒙古,乌海市,圆通,坚果炒货,果果仁仁,31,672.111,应收账款
2017/4/3,椰香玉米65g,Matt Collins,10021280092,华北,山西省,太原市,顺丰,坚果炒货,特惠炒货,29,71.775,应收账款
2016/7/24,伊朗开心果190g,Jeremy Pistek,10021280271,西北,甘肃省,嘉峪关市,圆通,坚果炒货,磕壳坚果,8,224.848,预付账款
2016/1/17,奶油味黑葵花籽150g,Carlos Soltero,10021280337,东北,黑龙江,鹤岗市,申通,坚果炒货,磕壳坚果,40,364.32,应收账款
2016/10/4,良品山核桃椒盐味238g,Natalie Webber,10021280530,东北,辽宁省,丹东市,申通,坚果炒货,磕壳坚果,10,247.48,应收账款
2016/4/6,蟹香腰果180g,Dave Poirier,10021280591,华东,安徽省,蚌埠市,申通,坚果炒货,果果仁仁,29,477.572,应收账款
2016/4/9,甘草西瓜子90g,Roy Collins,10021280666,东北,吉林省,通化市,顺丰,坚果炒货,磕壳坚果,2,8.918,应收账款
2017/2/10,瓜蒌子奶香味150g,Justin Ellison,10021280779,西南,贵州省,贵阳市,圆通,坚果炒货,磕壳坚果,1,15.379,预付账款
2016/2/5,青豌豆蒜香味120g,Mick Crebagga,10021280809,华东,江西省,赣州市,顺丰,坚果炒货,特惠炒货,29,200.1,应收账款
2016/5/3,小米锅巴五香味90g,Katharine Harms,10021280812,华南,湖南省,长沙市,顺丰,坚果炒货,特惠炒货,27,153.9,应收票据
2017/2/22,良品山核桃椒盐味238g,Rob Haberlin,10021280880,华东,浙江省,杭州市,申通,坚果炒货,磕壳坚果,39,1007.136,应收账款
2017/8/15,炒米（蛋黄味）240g,Roy Skaria,10021280891,华南,海南省,海口市,中通,坚果炒货,特惠炒货,23,287.799,应收票据
2017/2/22,炒米（蛋黄味）240g,Gary Zandusky,10021280915,华南,湖南省,衡阳市,顺丰,坚果炒货,特惠炒货,2,24.768,应收票据
2017/5/5,烘烤薯片原味98g,Emily Burns,10021281066,华东,浙江省,衢州市,顺丰,坚果炒货,果果仁仁,41,377.487,应收账款
2016/3/20,炭烧腰果238g,Victoria Wilson,10021281200,华南,湖南省,岳阳市,顺丰,坚果炒货,果果仁仁,11,249.755,应收票据
2017/12/19,爆米花（焦糖味）118g,Chris Cortes,10021281319,华东,江苏省,南通市,顺丰,坚果炒货,特惠炒货,22,211.266,预付账款
2017/2/27,葵花籽奶油味190g,Randy Ferguson,10021281364,华东,安徽省,芜湖市,顺丰,坚果炒货,磕壳坚果,31,240.002,应收账款
2016/11/22,瓜蒌子奶香味150g,Ann Blume,10021281419,华南,海南省,海口市,圆通,坚果炒货,磕壳坚果,34,568.854,应收票据
2016/11/22,瓜蒌子奶香味150g,Ann Blume,10021281419,华南,海南省,海口市,圆通,坚果炒货,磕壳坚果,34,568.854,应收票据
2017/3/2,自然开心果210g,Liz MacKendrick,10021281525,西北,宁夏,银川市,申通,坚果炒货,磕壳坚果,36,1616.76,预付账款
2017/4/10,爆米花（奶油味）118g,Karl Brown,10021281536,华东,安徽省,芜湖市,顺丰,坚果炒货,特惠炒货,12,101.46,预付账款
2016/8/25,炭烧腰果238g,Eric Barreto,10021281537,华东,山东省,烟台市,顺丰,坚果炒货,果果仁仁,46,1000.454,应收账款
2016/6/2,椰香玉米65g*5,Elpida Rittenbach,10021281622,东北,黑龙江,鸡西市,顺丰,坚果炒货,特惠炒货,15,147.15,应收账款
2017/2/22,自然开心果210g,Rob Haberlin,10021281644,西北,宁夏,银川市,申通,坚果炒货,磕壳坚果,49,2396.198,预付账款
2017/5/10,爆米花（焦糖味）118g,Sarah Brown,10021281753,西南,四川省,宜宾市,申通,坚果炒货,特惠炒货,38,372.438,预付账款
2017/6/19,良品山核桃椒盐味238g,Valerie Dominguez,10021281863,华南,河南省,郑州市,中通,坚果炒货,磕壳坚果,23,587.765,应收票据
2016/1/13,盐焗腰果180g,Mike Gockenbach,10021282090,西北,甘肃省,金昌市,韵达,坚果炒货,果果仁仁,50,945.25,预付账款
2017/5/1,小米锅巴五香味90g*2,Corey Catlett,10021282430,西北,甘肃省,张掖市,顺丰,坚果炒货,特惠炒货,43,400.158,预付账款
2016/7/20,蟹黄风味豆瓣120g,Brendan Sweed,10021282436,西北,甘肃省,兰州市,顺丰,坚果炒货,果果仁仁,34,153,预付账款
2017/5/24,话梅味西瓜子105g,Noel Staavos,10021282954,华南,河南省,安阳市,顺丰,坚果炒货,磕壳坚果,7,43.953,应收票据
2016/3/5,野山小核桃仁160g,Muhammed MacIntyre,10021283247,华南,湖北省,黄冈市,圆通,坚果炒货,果果仁仁,5,267.54,应收票据
2016/5/26,炭烧腰果120g,Rob Haberlin,10021283470,华南,河南省,安阳市,圆通,坚果炒货,果果仁仁,37,435.897,应收票据
2016/11/17,奶香夏威夷果280g,Sylvia Foulston,10021283482,华东,浙江省,温州市,圆通,坚果炒货,磕壳坚果,47,1335.035,应收账款
2016/11/17,奶香夏威夷果280g,Sylvia Foulston,10021283482,华东,浙江省,温州市,圆通,坚果炒货,磕壳坚果,47,1335.035,应收账款
2016/11/3,盐焗扁核仁210g,Giulietta Dortch,10021283796,东北,吉林省,辽源市,申通,坚果炒货,果果仁仁,39,1049.49,应收账款
2016/11/3,盐焗扁核仁210g,Giulietta Dortch,10021283796,东北,吉林省,辽源市,申通,坚果炒货,果果仁仁,39,1049.49,应收账款
2016/11/5,椰香玉米65g*5,Christopher Martinez,10021284066,东北,辽宁省,大连市,顺丰,坚果炒货,特惠炒货,42,430.332,应收账款
2016/11/5,椰香玉米65g*5,Christopher Martinez,10021284066,东北,辽宁省,大连市,顺丰,坚果炒货,特惠炒货,42,430.332,应收账款
2016/6/4,小米锅巴（麻辣味）90g,Aleksandra Gannaway,10021284433,东北,黑龙江,绥化市,顺丰,坚果炒货,特惠炒货,3,13.65,应收账款
2016/3/11,爆米花（奶油味）118g,Craig Carroll,10021284557,华南,河南省,郑州市,圆通,坚果炒货,特惠炒货,36,307.584,应收票据
2017/4/1,淮盐花生米100g,Peter Fuller,10021284715,华南,广东省,清远市,顺丰,坚果炒货,果果仁仁,34,158.27,应收票据
2017/6/19,良品山核桃椒盐味238g,Maria Zettner,10021284984,东北,辽宁省,沈阳市,圆通,坚果炒货,磕壳坚果,9,229.995,应收账款
2016/6/21,奶香良品山核桃238g,Ralph Kennedy,10021284992,华北,内蒙古,呼和浩特市,顺丰,坚果炒货,磕壳坚果,4,110.032,应收账款
2016/9/6,原生碧根果218g,Christine Sundaresam,10021285152,华南,广东省,佛山市,圆通,坚果炒货,果果仁仁,10,187.06,应收票据
2017/9/25,炭烧腰果120g,Pete Armstrong,10021285159,东北,吉林省,通化市,顺丰,坚果炒货,果果仁仁,32,373.184,应收账款
2016/2/8,西瓜子话梅味218g,Bradley Nguyen,10021285235,华南,广东省,潮州市,圆通,坚果炒货,磕壳坚果,4,62.964,应收票据
2016/4/2,炭烧腰果120g,Philip Brown,10021285407,华北,天津市,天津市,圆通,坚果炒货,果果仁仁,11,126.973,应收账款
2017/6/16,精装纸皮核桃380g,Philip Brown,10021285431,华东,山东省,菏泽市,圆通,坚果炒货,磕壳坚果,46,1670.214,应收账款
2016/3/5,鱼骨青豆80g,Muhammed MacIntyre,10021285463,华南,湖北省,黄冈市,圆通,坚果炒货,特惠炒货,9,81.081,应收票据
2017/6/14,原味松子218g,Doug Bickford,10021285486,华南,广东省,揭阳市,顺丰,坚果炒货,果果仁仁,13,306.397,应收票据
2017/10/30,奶香良品山核桃238g,Robert Barroso,10021285496,东北,辽宁省,本溪市,申通,坚果炒货,磕壳坚果,45,1318.59,应收账款
2016/3/30,烘烤薯片原味98g,Fred Harton,10021285803,东北,辽宁省,营口市,韵达,坚果炒货,果果仁仁,5,44.55,应收账款
2017/2/27,碧根果仁（芝麻味）125g,Randy Ferguson,10021285966,西北,青海省,西宁市,顺丰,坚果炒货,果果仁仁,48,977.616,预付账款
2017/9/14,甘栗仁150g,Lycoris Saunders,10021286428,华东,山东省,济宁市,顺丰,坚果炒货,果果仁仁,26,318.63,应收账款
2017/11/22,青豌豆蒜香味120g,Aleksandra Gannaway,10021286468,华南,广东省,梅州市,顺丰,坚果炒货,特惠炒货,33,223.146,应收票据
2017/5/15,盐焗腰果180g,Frank Hawley,10021286485,华南,河南省,南阳市,顺丰,坚果炒货,果果仁仁,47,888.535,应收票据
2016/3/28,原味松子218g,Ryan Crowe,10021286507,东北,黑龙江,齐齐哈尔市,圆通,坚果炒货,果果仁仁,42,1033.41,应收账款
2016/1/31,甘草西瓜子218g,Art Foster,10021286544,东北,黑龙江,双鸭山市,圆通,坚果炒货,磕壳坚果,16,189.888,应收账款
2017/4/20,小米锅巴五香味90g,Erica Hackney,10021286628,华东,江西省,南昌市,圆通,坚果炒货,特惠炒货,22,125.4,预付账款
2016/8/31,碧根果椒盐味190g*3,Sanjit Jacobs,10021286665,华东,江苏省,南京市,申通,坚果炒货,磕壳坚果,34,1845.52,应收账款
2016/11/17,烘烤薯片原味98g,Sung Shariari,10021286885,华南,广东省,广州市,韵达,坚果炒货,果果仁仁,10,98.01,应收票据
2016/11/17,烘烤薯片原味98g,Sung Shariari,10021286885,华南,广东省,广州市,韵达,坚果炒货,果果仁仁,10,98.01,应收票据
2017/5/27,手剥甘栗120g,Tom Boeckenhauer,10021286921,华东,浙江省,温州市,圆通,坚果炒货,磕壳坚果,47,496.32,预付账款
2017/4/23,甘草西瓜子90g,Vivek Gonzalez,10021287105,华北,山西省,长治市,申通,坚果炒货,磕壳坚果,24,111.72,应收账款
2016/8/10,甘草西瓜子90g,Fred Wasserman,10021287262,华东,浙江省,衢州市,韵达,坚果炒货,磕壳坚果,6,26.754,应收账款
2016/11/24,盐焗扁核仁210g,Jennifer Braxton,10021287327,西南,贵州省,六盘水市,顺丰,坚果炒货,果果仁仁,1,28.704,预付账款
2016/11/24,盐焗扁核仁210g,Jennifer Braxton,10021287327,西南,贵州省,六盘水市,顺丰,坚果炒货,果果仁仁,1,28.704,预付账款
2016/4/4,蟹香腰果180g,Alex Russell,10021287371,西南,四川省,攀枝花市,申通,坚果炒货,果果仁仁,47,824.474,预付账款
2017/2/6,炭烧腰果120g,Troy Blackwell,10021287508,华南,广东省,广州市,圆通,坚果炒货,果果仁仁,29,324.394,应收票据
2016/2/26,伊朗开心果190g,Stephanie Phelps,10021287516,华南,广东省,广州市,圆通,坚果炒货,磕壳坚果,22,611.754,应收票据
2017/4/5,炭烧腰果238g,Pete Takahito,10021287523,华东,福建省,厦门市,圆通,坚果炒货,果果仁仁,50,1123.3,应收账款
2016/5/10,奶香良品山核桃238g,Ralph Kennedy,10021287536,华东,山东省,聊城市,顺丰,坚果炒货,磕壳坚果,49,1318.59,应收账款
2016/8/19,原生碧根果218g,Lisa Hazard,10021287550,华北,北京市,北京市,申通,坚果炒货,果果仁仁,43,847.143,应收账款
2017/8/19,蛋花玉米65g,Sally Hughsby,10021288229,华南,广东省,潮州市,圆通,坚果炒货,特惠炒货,36,85.5,应收票据
2016/7/17,东北红松330g,Bruce Degenhardt,10021288302,华北,北京市,北京市,圆通,坚果炒货,磕壳坚果,42,1524.978,应收账款
2016/8/10,肉松青豆120g,Brendan Sweed,10021288338,华东,浙江省,温州市,申通,坚果炒货,特惠炒货,23,153.939,应收账款
2016/8/22,奶香良品山核桃238g,Sean Braxton,10021288438,华北,山西省,朔州市,韵达,坚果炒货,磕壳坚果,1,27.807,应收账款
2017/1/15,黑珍珠葵瓜子110g,Erica Hackney,10021288520,东北,辽宁省,丹东市,申通,坚果炒货,磕壳坚果,23,112.7,应收账款
2016/10/30,甘草西瓜子90g,Theresa Swint,10021288666,东北,黑龙江,牡丹江市,顺丰,坚果炒货,磕壳坚果,35,168.07,应收账款
2016/10/30,甘草西瓜子90g,Theresa Swint,10021288666,东北,黑龙江,牡丹江市,顺丰,坚果炒货,磕壳坚果,35,168.07,应收账款
2017/10/29,淮盐花生米100g,Pete Takahito,10021288781,华南,广东省,阳江市,顺丰,坚果炒货,果果仁仁,14,64.484,应收票据
2017/4/2,夏威夷果盐焗味200g,Alex Russell,10021288831,华东,安徽省,蚌埠市,圆通,坚果炒货,磕壳坚果,3,56.715,应收账款
2016/1/5,烘烤薯片原味98g,Marina Lichtenstein,10021288837,华东,山东省,烟台市,顺丰,坚果炒货,果果仁仁,5,47.025,应收账款
2016/8/27,原味松子218g,Joni Wasserman,10021288925,西北,宁夏,石嘴山市,申通,坚果炒货,果果仁仁,12,289.044,预付账款
2016/10/28,黑珍珠葵瓜子110g,Max Ludwig,10021288965,东北,辽宁省,营口市,圆通,坚果炒货,磕壳坚果,31,147.25,应收账款
2016/10/28,黑珍珠葵瓜子110g,Max Ludwig,10021288965,东北,辽宁省,营口市,圆通,坚果炒货,磕壳坚果,31,147.25,应收账款
2016/9/12,青豌豆蒜香味120g,Sally Matthias,10021289010,华北,河北省,石家庄市,申通,坚果炒货,特惠炒货,34,232.254,应收账款
2016/6/24,烘烤薯片番茄味98g,Hilary Holden,10021289351,华东,江苏省,连云港市,顺丰,坚果炒货,特惠炒货,17,163.251,预付账款
2016/5/12,野山小核桃仁160g,Matt Collister,10021289532,华南,广东省,汕尾市,圆通,坚果炒货,果果仁仁,10,540.96,应收票据
2017/1/11,良品山核桃椒盐味238g,Helen Wasserman,10021290331,东北,黑龙江,绥化市,顺丰,坚果炒货,磕壳坚果,47,1226.371,应收账款
2016/1/7,爆米花（奶油味）118g,George Ashbrook,10021290461,华北,北京市,北京市,圆通,坚果炒货,特惠炒货,2,16.198,应收账款
2016/7/7,话梅味西瓜子105g,Julia Barnett,10021290471,华南,广东省,佛山市,申通,坚果炒货,磕壳坚果,12,78.66,应收票据
2017/4/10,精装纸皮核桃380g,Richard Eichhorn,10021290488,华南,河南省,焦作市,申通,坚果炒货,磕壳坚果,18,711.018,应收票据
2017/6/23,原生碧根果218g,Rick Wilson,10021290520,华北,山西省,运城市,顺丰,坚果炒货,果果仁仁,39,721.773,应收账款
2016/5/26,西瓜子话梅味218g,Tonja Turnell,10021290602,华南,海南省,海口市,顺丰,坚果炒货,磕壳坚果,40,578.76,应收票据
2017/4/26,黑珍珠葵瓜子110g,Chuck Sachs,10021291078,华北,河北省,张家口市,顺丰,坚果炒货,磕壳坚果,12,56.4,应收账款
2017/9/7,伊朗开心果190g,Victoria Pisteka,10021291425,华南,海南省,海口市,申通,坚果炒货,磕壳坚果,13,373.152,应收票据
2016/2/24,甘栗仁80g,Dianna Arnett,10021291672,西南,重庆市,重庆市,顺丰,坚果炒货,果果仁仁,1,6.693,预付账款
2017/11/24,淮盐花生米100g,Liz Price,10021291716,华南,湖北省,鄂州市,顺丰,坚果炒货,果果仁仁,23,105.938,应收票据
2017/4/27,碧根果仁（芝麻味）125g,Thomas Thornton,10021291731,华南,广西省,北海市,顺丰,坚果炒货,果果仁仁,16,339.888,应收票据
2017/4/18,原生碧根果218g,Trudy Bell,10021291870,华东,浙江省,台州市,中通,坚果炒货,果果仁仁,10,193.03,应收账款
2017/9/6,精装纸皮核桃380g,Grant Thornton,10021291978,华北,山西省,大同市,顺丰,坚果炒货,磕壳坚果,20,726.18,应收账款
2016/6/3,肉松青豆120g,Gary Zandusky,10021292054,华东,上海市,上海市,顺丰,坚果炒货,特惠炒货,23,158.7,预付账款
2016/5/12,奶油味黑葵花籽150g,Matt Collister,10021292063,华东,浙江省,台州市,圆通,坚果炒货,磕壳坚果,18,171.072,应收账款
2016/9/5,鱼骨青豆80g,Mike Pelletier,10021292125,华南,广东省,揭阳市,顺丰,坚果炒货,特惠炒货,39,347.49,应收票据
2016/8/15,青豌豆蒜香味120g,Maya Herman,10021292264,华南,广东省,广州市,圆通,坚果炒货,特惠炒货,21,133.308,应收票据
2017/2/27,小米锅巴五香味90g,Brad Thomas,10021292292,华南,湖北省,孝感市,顺丰,坚果炒货,特惠炒货,9,49.68,应收票据
2017/10/11,椰香玉米65g,Jack Lebron,10021292330,华南,河南省,洛阳市,韵达,坚果炒货,特惠炒货,44,103.4,应收票据
2016/5/25,炭烧腰果120g,Tracy Hopkins,10021292382,华东,浙江省,衢州市,韵达,坚果炒货,果果仁仁,48,559.776,应收账款
2017/12/21,自然开心果210g,Julia Barnett,10021292431,华北,河北省,唐山市,申通,坚果炒货,磕壳坚果,49,2298.394,应收账款
2016/11/30,奶香夏威夷果280g,Kelly Lampkin,10021292468,华南,广东省,佛山市,申通,坚果炒货,磕壳坚果,3,83.421,应收票据
2016/11/30,奶香夏威夷果280g,Kelly Lampkin,10021292468,华南,广东省,佛山市,申通,坚果炒货,磕壳坚果,3,83.421,应收票据
2017/5/29,伊朗开心果190g,Maureen Grace,10021292500,华南,广东省,东莞市,圆通,坚果炒货,磕壳坚果,43,1208.558,应收票据
2016/9/29,东北红松330g,Erin Creighton,10021292545,华南,海南省,海口市,圆通,坚果炒货,磕壳坚果,6,220.248,应收票据
2017/3/12,瓜蒌子奶香味150g,Carlos Soltero,10021292557,华南,海南省,海口市,申通,坚果炒货,磕壳坚果,21,347.802,应收票据
2016/3/17,东北红松330g,Julie Prescott,10021292608,华北,天津市,天津市,韵达,坚果炒货,磕壳坚果,38,1455.552,应收账款
2017/5/10,原生碧根果218g,Bryan Spruell,10021292659,华南,广西省,梧州市,圆通,坚果炒货,果果仁仁,33,636.999,应收票据
2016/1/3,西瓜子奶油味218g,Ann Steele,10021292669,华东,山东省,济南市,申通,坚果炒货,磕壳坚果,4,48.504,应收账款
2016/9/27,肉松青豆120g,Liz Carlisle,10021292672,西南,四川省,广元市,韵达,坚果炒货,特惠炒货,19,120.612,预付账款
2016/10/20,青豌豆蒜香味120g,William Brown,10021292773,华北,北京市,北京市,顺丰,坚果炒货,特惠炒货,39,258.336,应收账款
2017/10/19,西瓜子奶油味218g,Stewart Visinsky,10021292788,华南,广西省,百色市,中通,坚果炒货,磕壳坚果,29,359.136,应收票据
2017/8/24,夏威夷果盐焗味200g,Carl Jackson,10021292850,华东,上海市,上海市,申通,坚果炒货,磕壳坚果,30,585.06,应收账款
2016/3/14,西瓜子话梅味218g,Michelle Moray,10021292874,华南,广西省,柳州市,圆通,坚果炒货,磕壳坚果,36,526.608,应收票据
2017/1/10,盐焗腰果180g,Harold Dahlen,10021292954,华南,广西省,南宁市,申通,坚果炒货,果果仁仁,40,732.32,应收票据
2017/2/25,炒米（蛋黄味）240g,Patrick Jones,10021292964,华南,河南省,焦作市,申通,坚果炒货,特惠炒货,32,400.416,应收票据
2016/8/6,鱼骨青豆80g,Dennis Bolton,10021292989,东北,辽宁省,辽阳市,顺丰,坚果炒货,特惠炒货,30,273.24,应收账款
2017/11/14,奶油味黑葵花籽150g,Steve Carroll,10021293033,华南,广西省,柳州市,圆通,坚果炒货,磕壳坚果,28,266.112,应收票据
2016/10/20,小米锅巴（麻辣味）90g,Alan Haines,10021293062,华东,浙江省,绍兴市,圆通,坚果炒货,特惠炒货,37,177.6,预付账款
2016/2/10,奶香良品山核桃238g,Evan Bailliet,10021293076,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,7,198.835,应收票据
